  TT  PID   AT IO_D   WT   RT  TRT
33000 3359 8340   22 24613  708 24660 
33001 1617 4026    5 28877  370 28975 
33003 2893 7141   24 25795   22 25862 
33014 3347 8318    5 24643  742 24696 
33014 1497 3723    9 29212   46 29291 
33033 1612 4014   27 28952  346 29019 
33036  863 2137   18 30806   35 30899 
33045 1780 4432   30 28519    7 28613 
33052 1182 2944    7 30017  295 30108 
33055 1432 3559   21 29436   10 29496 
33057 2192 5454   10 27538  463 27603 
33062 1835 4585   10 28427    2 28477 
33077 1072 2658   23 30355    3 30419 
33085 3140 7819   13 25206    4 25266 
33106 2551 6296    9 26761  596 26810 
33107  516 1308   10 31705  154 31799 
33117 3229 8033    5 25036  660 25084 
33124 2857 7036    8 26035  625 26088 
33128  870 2155   13 30906    0 30973 
33165 1757 4380    6 28694  436 28785 
33178  954 2356   13 30761  223 30822 
33183 2279 5649   35 27487    6 27534 
33199 2628 6473    3 26685  595 26726 
33221 2349 5836   10 27325  591 27385 
33256 1677 4189   16 28998   20 29067 
33256 1854 4639    8 28539  529 28617 
33257 3299 8197   12 25022   21 25060 
33265 1629 4056   28 29137    3 29209 
33266  820 2032   21 31157    0 31234 
33271 1698 4236   30 28933   11 29035 
33305 2905 7177    0 26034  630 26128 
33306 2798 6873   16 26380  611 26433 
33333 1924 4817    7 28419    6 28516 
33334 1095 2713   10 30543  295 30621 
33335 2685 6612   11 26677  628 26723 
33354 2103 5241    3 28036  442 28113 
33367 2537 6260    0 27009  540 27107 
33372 1604 3995   18 29306  407 29377 
33376 1892 4731   25 28565  123 28645 
33392 2659 6551    8 26771  524 26841 
33412 3292 8183   14 25177  696 25229 
33413 1746 4355   12 28959    6 29058 
33448 2938 7273    0 26084  582 26175 
33459 2890 7128    1 26243   14 26331 
33492 3019 7494    0 25905  638 25998 
33505 1129 2798    9 30635    7 30707 
33516 1466 3646   10 29810    3 29870 
33521 2568 6334    0 27087  542 27187 
33526 3279 8152    3 25319    0 25374 
33534 3080 7660    2 25804    6 25874 
33544  624 1554    9 31893  371 31990 
33552 1328 3278    3 30176  562 30274 
33558 1039 2566    7 30907  297 30992 
33559 2744 6758   30 26744  597 26801 
33564 2998 7441   32 26052    2 26123 
33570 3221 8018    0 25459  612 25552 
33574 2381 5908    5 27579  508 27666 
33575 2631 6477   10 27021    5 27098 
33580 1315 3256   27 30256  343 30324 
33588  465 1193   23 32293    0 32395 
33601 1074 2664   35 30841  302 30937 
33602 2839 6984    0 26521  598 26618 
33604 2982 7395    2 26108    3 26209 
33606 2441 6034    0 27471  540 27572 
33608 2848 7012   27 26529   36 26596 
33613 2217 5508   13 28047  502 28105 
33617 3003 7457    9 26111  665 26160 
33631 2778 6830    9 26734   26 26801 
33637 2919 7206   37 26378  577 26431 
33661 3067 7618   23 25980    0 26043 
33662 3371 8363   24 25239   10 25299 
33662 1645 4097   24 29485  366 29565 
33668 3188 7940    8 25625    0 25728 
33669 2955 7321    7 26283   41 26348 
33693 3278 8148   15 25497  695 25545 
33708 3081 7663    0 25949  689 26045 
33710 2412 5970   17 27655  116 27740 
33710 3338 8296   22 25362  645 25414 
33719 2985 7401    7 26257  653 26318 
33722 2940 7280   27 26364    0 26442 
33723 3238 8054   24 25620  673 25669 
33725 3151 7843   21 25816    0 25882 
33736 2182 5432    0 28201  481 28304 
33748 2504 6187    1 27499  542 27561 
33752 1680 4195   29 29497    0 29557 
33755 2177 5418    8 28271  537 28337 
33765 2754 6778   19 26932  565 26987 
33771 2722 6701   11 27014  577 27070 
33783 3406 8468   31 25264    4 25315 
33784 2556 6305   25 27419  537 27479 
33802 2389 5922   23 27812    6 27880 
33803 1282 3188   11 30555  360 30615 
33810 2679 6600   11 27151  536 27210 
33813 2077 5172   12 28559   29 28641 
33813 3268 8121    7 25631  125 25692 
33816 1526 3791   34 29962    1 30025 
33816 2902 7168   11 26595  637 26648 
33823 2238 5547    0 28172  517 28276 
33826  935 2318    2 31440  255 31508 
33839 3327 8270    0 25475  684 25569 
33859  508 1296   11 32467  304 32563 
33866 2445 6044    5 27760  578 27822 
33867 1920 4804   19 28972   13 29063 
33874 1249 3118   22 30666  320 30756 
33878 1532 3806   25 30007  386 30072 
33889  784 1950   39 31838    6 31939 
33917 1560 3883    3 29968   81 30034 
33921 1530 3800    5 30063   78 30121 
33932 1435 3567    6 30282  369 30365 
33935 1833 4580   37 29264    0 29355 
33942 2380 5903   24 27983  526 28039 
33948 2577 6353   11 27544  527 27595 
33951 2806 6894    2 26962  570 27057 
33957 3063 7608    2 26299  160 26349 
33972 2253 5589   30 28323   12 28383 
33976 2923 7218   26 26682   86 26758 
33988 1976 4948    6 28970  320 29040 
33990 3250 8085   25 25858  750 25905 
33990 1213 3014    8 30887  308 30976 
33992 2401 5953   29 27951    0 28039 
33999 1586 3948    4 29975  389 30051 
34003 1936 4842    3 29094  399 29161 
34039 3038 7540   25 26427  148 26499 
34040 2811 6904    5 27059  656 27136 
34040 3123 7771   28 26218    4 26269 
34054 2133 5303    3 28679  457 28751 
34054 2593 6400   22 27589    0 27654 
34057 1830 4573    9 29420  387 29484 
34064 3425 8522   10 25472   53 25542 
34065 2621 6463    0 27499  549 27602 
34067 2870 7077    9 26926  148 26990 
34072 2214 5498   35 28508  493 28574 
34076 3178 7909    8 26071  621 26167 
34076 2818 6927   21 27082   60 27149 
34080 1046 2587    2 31400  465 31493 
34082 3362 8343   21 25686  709 25739 
34085 2300 5698    3 28323  499 28387 
34087 2684 6607   26 27418  563 27480 
34088  993 2452    7 31548  315 31636 
34094 2929 7239    5 26807    0 26855 
34099 1951 4883   30 29157   11 29216 
34102 2047 5116    5 28886   23 28986 
34105 2619 6457   26 27595  525 27648 
34110 2455 6069    4 27947    4 28041 
34136 1404 3487   19 30552    0 30649 
34141 2438 6026    1 28015   16 28115 
34142 2630 6476    7 27586   37 27666 
34152 2473 6108   10 27953  547 28044 
34152 3314 8245   19 25846    0 25907 
34156 3065 7613    0 26443  641 26543 
34164 2773 6818   22 27285  564 27346 
34164 1648 4104   27 29964   23 30060 
34169  471 1208   24 32869  105 32961 
34181 3099 7711   20 26420   24 26470 
34184 1356 3358   20 30750    4 30826 
34190 2921 7210    1 26879  110 26980 
34244  862 2133   13 32017    9 32111 
34246 2228 5519   23 28661   99 28727 
34262 1883 4708    4 29473  428 29554 
34264 3382 8390   37 25819  706 25874 
34265 1849 4623   13 29543    2 29642 
34267 1890 4723   26 29457   16 29544 
34272 1018 2506    6 31681  230 31766 
34285 2975 7377   11 26848  632 26908 
34297 2660 6554   26 27685  568 27743 
34301 2146 5334   24 28892  474 28967 
34311 2854 7026    0 27182  593 27285 
34313 2405 5955   15 28292  544 28358 
34316 3344 8308    2 25929   70 26008 
34320 1701 4243   11 29982   69 30077 
34321 1595 3969   12 30290  201 30352 
34323 1895 4740   18 29517    7 29583 
34324 1876 4692    4 29560  436 29632 
34341 3370 8362   36 25921  716 25979 
34352 2915 7192   15 27098  611 27160 
34357 2710 6676   24 27591    0 27681 
34357 1978 4953   21 29332    9 29404 
34363 2516 6211   40 28080  117 28152 
34366 1733 4326    8 29965  387 30040 
34370 1812 4531   30 29742    5 29839 
34380 2269 5626   19 28692    4 28754 
34385 2976 7379   18 26927   79 27006 
34403 1638 4080   19 30245  404 30323 
34412 1100 2725   31 31585   52 31687 
34415 3307 8223   23 26131  685 26192 
34427 3244 8069    0 26259  648 26358 
34433 3208 7991    7 26353  684 26442 
34437 2508 6195   21 28159    5 28242 
34444 1696 4233   18 30111  241 30211 
34447 3230 8033   25 26349    0 26414 
34452 2895 7146   22 27251   22 27306 
34456 3107 7734   12 26660  658 26722 
34457 2213 5494   18 28890  495 28963 
34459 2872 7086    7 27289  101 27373 
34462 1983 4969   11 29406   11 29493 
34493 2415 5978   24 28453  531 28515 
34504 3348 8319    8 26087  705 26185 
34522 1884 4711   22 29720  249 29811 
34544 2377 5897   14 28594  512 28647 
34570 1640 4087   19 30401    0 30483 
34571 3339 8301    4 26170  642 26270 
34579 2484 6136    5 28353    5 28443 
34581 3136 7806    0 26671  593 26775 
34586 1327 3276   10 31230    5 31310 
34592 3297 8192    4 26324  639 26400 
34606 2799 6876    4 27630    1 27730 
34617 1058 2612    7 31913   12 32005 
34623  374  968   19 33555    0 33655 
34631  518 1309   14 33227  163 33322 
34632 1275 3171    6 31359  285 31461 
34653 3402 8457   29 26134    8 26196 
34655 2668 6571   26 28000   12 28084 
34674 1268 3155   23 31456  333 31519 
34678 2203 5481   24 29127   86 29197 
34681 3341 8303    6 26302  648 26378 
34696 1365 3379   17 31229  175 31317 
34701 2876 7096    7 27537  638 27605 
34702 2115 5275   31 29352    0 29427 
34705 2428 6009   21 28603    0 28696 
34714 3169 7891   16 26741  188 26823 
34720 2200 5470   33 29181   11 29250 
34726 1359 3365    8 31272  315 31361 
34727 2379 5899   26 28773  536 28828 
34734 3190 7944    0 26687  632 26790 
34743 3368 8356   33 26337    9 26387 
34747 1556 3872   28 30794   19 30875 
34756 2407 5959   26 28729  510 28797 
34761 2063 5148   10 29530  475 29613 
34776 3333 8277    2 26427   40 26499 
34778 2365 5872    6 28835  488 28906 
34796 3048 7571   31 27144    1 27225 
34808 1451 3600   11 31116  345 31208 
34812 1996 4995   14 29725   21 29817 
34818 2514 6206   25 28523  203 28612 
34831 2873 7088   12 27650  265 27743 
34838 1166 2899   28 31860   19 31939 
34840 1683 4197   22 30574    7 30643 
34848 2539 6264   19 28515  516 28584 
34850 1584 3938   17 30825  440 30912 
34872 3331 8277   14 26525   30 26595 
34874 3225 8028   25 26776   21 26846 
34876 2174 5411   35 29368   17 29465 
34881 2159 5373   10 29438  517 29508 
34888 1961 4917   20 29892   25 29971 
34888 2321 5759    2 29026   14 29129 
34890 2782 6838   22 27968    0 28052 
34900 2423 5998   29 28801   26 28902 
34901 1412 3500   28 31314  371 31401 
34906 2968 7358   30 27465  140 27548 
34931 2472 6107   23 28752  546 28824 
34940 2184 5432   19 29436  473 29508 
34941 2762 6796   18 28062    0 28145 
34941 2616 6449   12 28409    0 28492 
34943 2266 5622   17 29247  515 29321 
34949 2383 5911   10 28939    4 29038 
34952 2070 5158   24 29734  106 29794 
34952 2249 5578   10 29273   56 29374 
34968 1702 4246   17 30653   44 30722 
34969 2446 6049   17 28844  548 28920 
34971 3256 8097   25 26802  137 26874 
34972 2885 7117   27 27781   75 27855 
34983 3360 8340   10 26575  700 26643 
34984 1720 4299   22 30585   26 30685 
34984 1520 3774   30 31114  354 31210 
34984 1490 3702   29 31202    4 31282 
34986 2779 6830   31 28091   78 28156 
34992 2216 5503   29 29414  477 29489 
35002 2896 7149    7 27761    2 27853 
35017 3127 7782    7 27148    7 27235 
35019 2336 5805   10 29136  571 29214 
35039 2309 5728   19 29239  496 29311 
35039 2841 6994   27 27945    0 28045 
35060 2884 7116   19 27872  608 27944 
35060 2732 6724   28 28236   20 28336 
35064 2481 6129   23 28855    5 28935 
35081 2486 6142    3 28847   13 28939 
35085 1299 3226   21 31761  326 31859 
35091 1922 4808    3 30196  446 30283 
35091 2343 5825    6 29173   22 29266 
35093 1776 4421    9 30584  408 30672 
35103 2197 5467   10 29571    3 29636 
35105 2541 6264   12 28753    7 28841 
35115 3259 8103   17 26944  698 27012 
35130 1339 3314   10 31753  314 31816 
35130  606 1510   17 33518  199 33620 
35141 2378 5897   30 29185  576 29244 
35144 2417 5981   23 29077   16 29163 
35144 1515 3765   26 31278  343 31379 
35148  657 1638   12 33419  190 33510 
35148 2866 7064   30 27987   11 28084 
35153 1243 3099   29 31983  312 32054 
35162 1323 3269   10 31804   91 31893 
35169 3346 8313   21 26770   50 26856 
35178 3261 8108   16 26998  672 27070 
35180 2291 5676    3 29409  533 29504 
35185 1897 4741    5 30353  388 30444 
35187 1485 3691   21 31429  337 31496 
35192 3365 8350   25 26764    4 26842 
35194 3290 8183   35 26952  764 27011 
35201 1825 4569   17 30539    0 30632 
35205  589 1470   33 33636  221 33735 
35214 3378 8376   29 26773  690 26838 
35215 2846 7005    5 28123   92 28210 
35220  969 2387   27 32755  259 32833 
35225 2661 6554   16 28577   21 28671 
35231 3408 8476    9 26674    5 26755 
35232 3363 8346    7 26794  653 26886 
35235 3400 8450    8 26701    0 26785 
35237 2608 6434   10 28708   56 28803 
35237 2459 6084   22 29080  591 29153 
35240 1885 4712   21 30445  418 30528 
35246 2315 5743   31 29426   19 29503 
35250 2198 5468   26 29692   23 29782 
35250 3024 7507   32 27672    8 27743 
35255 2496 6171   32 29000  520 29084 
35256 1781 4434   15 30750  397 30822 
35262  744 1858   39 33315  178 33404 
35263 1319 3263   15 31916  123 32000 
35272 3427 8524   21 26670   75 26748 
35282  531 1340   20 33849  135 33942 
35283 1944 4872    5 30332  448 30411 
35284 2595 6407   11 28803  595 28877 
35289 2129 5300    8 29889  538 29989 
35294 1541 3827   34 31379  373 31467 
35294 2143 5330    9 29869  481 29964 
35299 3303 8211   22 27024  626 27088 
35303 3391 8424   10 26800    0 26879 
35316 3131 7795   26 27439  185 27521 
35330 1544 3839    9 31387  398 31491 
35331 2413 5975   18 29274    0 29356 
35331 2449 6055   22 29187   10 29276 
35333 2054 5137   38 30113  430 30196 
35334 3115 7757    9 27480  596 27577 
35335 1021 2518   19 32733    0 32817 
35339 3075 7647   33 27620  618 27692 
35340 2740 6749   34 28488    0 28591 
35343 2007 5028    3 30218  480 30315 
35343 1998 4997   11 30262  456 30346 
35366 1896 4741    6 30528  381 30625 
35375 3110 7744   27 27540  131 27631 
35381 2629 6475   15 28806   18 28906 
35385 2202 5477   17 29818  500 29908 
35395 3231 8038   13 27285  675 27357 
35408 2916 7195   32 28113  105 28213 
35412 1817 4542    8 30779  395 30870 
35412 3117 7763   33 27557   38 27649 
35417 3183 7924   12 27403    0 27493 
35420 1955 4896   31 30443    2 30524 
35420 2663 6559   23 28786  522 28861 
35423 1352 3351   13 31992   25 32072 
35436 3135 7806    6 27558  700 27630 
35438 2147 5334    4 30002  313 30104 
35438 3031 7522   20 27814   24 27916 
35442 1729 4318   21 31027   41 31124 
35442 1491 3705   32 31635  342 31737 
35443 2995 7431    2 27917   26 28012 
35448  871 2157   33 33194    0 33291 
35452 3239 8055   24 27313  265 27397 
35452 3283 8164   14 27214  666 27288 
35452 2257 5600   18 29749   15 29852 
35454 2741 6751   27 28611   27 28703 
35457 3420 8508    7 26877  145 26949 
35468 3430 8531   16 26856   11 26937 
35470 2821 6937   24 28429    0 28533 
35472 2390 5927   33 29458    8 29545 
35475 1989 4980   29 30410    1 30495 
35476 1731 4325   19 31070  426 31151 
35481 1970 4946   29 30437  403 30535 
35489 1620 4032   23 31376  347 31457 
35502 3085 7675    8 27746  109 27827 
35502 1125 2787   20 32621    0 32715 
35503  971 2394   15 33012    6 33109 
35505 3220 8017   16 27412  678 27488 
35512 2314 5741    8 29674  502 29771 
35513 1498 3728   33 31695  349 31785 
35519 2150 5344   37 30091    0 30175 
35524 2394 5936   15 29486    0 29588 
35524 3207 7989   28 27445    0 27535 
35528 1363 3374    6 32051  326 32154 
35529  945 2339   29 33097  242 33190 
35540 3082 7668   26 27773    9 27872 
35541 3160 7865   36 27595  594 27676 
35547 1552 3858   18 31604  114 31689 
35552 2672 6586   15 28868    0 28966 
35557 2404 5955   37 29518  495 29602 
35557 2044 5110   19 30354  189 30447 
35560 3171 7893    1 27574    0 27667 
35572 2775 6823    5 28658  591 28749 
35574 2372 5887   36 29586  974 29687 
35577 2210 5491   21 30003  524 30086 
35577 2644 6507   24 28987  564 29070 
35581 3302 8211    8 27282  274 27370 
35591 1207 3006   21 32497  334 32585 
35598 1510 3758   24 31741  353 31840 
35600 3414 8487   24 27029  717 27113 
35613  899 2217   16 33303  241 33396 
35618 2344 5825    3 29699  513 29793 
35624  575 1437   18 34084  149 34187 
35631 3328 8270   23 27288  670 27361 
35631 1642 4088   38 31440   11 31543 
35648 2482 6129    8 29428  590 29519 
35649 1710 4264   14 31294    9 31385 
35653 2164 5384    5 30173  522 30269 
35657 2242 5566   24 30006  527 30091 
35671 2610 6436   25 29147  540 29235 
35674 2068 5157    2 30426  502 30517 
35675 3401 8453   11 27141    9 27222 
35681 3023 7504   27 28090  694 28177 
35687 2934 7261   24 28323    0 28426 
35692 2735 6730   34 28870    5 28962 
35692 2606 6432    3 29174  542 29260 
35693 2627 6473   20 29140   42 29220 
35696 2435 6016   13 29608  591 29680 
35698  636 1587   29 34011  223 34111 
35703 3255 8096   12 27529  621 27607 
35704 2440 6030   29 29570  886 29674 
35708 1517 3769    3 31837  368 31939 
35710 2730 6717    8 28896  559 28993 
35710 2719 6690   10 28935  612 29020 
35712 2193 5456   24 30160    2 30256 
35714 3192 7947   27 27678  125 27767 
35722 3232 8042    9 27593  843 27680 
35736 2790 6851    8 28786    1 28885 
35743 1348 3339    8 32304  288 32404 
35756 3061 7600    8 28080    0 28156 
35757 3027 7515   19 28146  127 28242 
35760 2076 5172   32 30496  106 30588 
35763 2506 6191    9 29480  504 29572 
35766 1592 3961   11 31715  356 31805 
35770 3387 8407   32 27268    0 27363 
35771 2699 6640   25 29039  570 29131 
35776 2042 5102   32 30594  490 30674 
35777 2558 6309   12 29368    0 29468 
35780 2757 6786   13 28902  586 28994 
35781 1474 3666    7 32023  365 32115 
35785 2791 6853   29 28840    2 28932 
35786 2283 5654   31 30036    0 30132 
35786 2451 6059   30 29635  503 29727 
35786 2017 5052    5 30633  422 30734 
35788 2734 6729    7 28957    7 29059 
35790 3198 7961   22 27731    9 27829 
35790 1846 4615   27 31075    5 31175 
35795 2303 5708   17 29996  479 30087 
35797 2226 5515   12 30187  500 30282 
35797 3121 7769   29 27942  654 28028 
35800 2935 7264   33 28454   11 28536 
35803 1671 4172   29 31527   10 31631 
35805 3186 7932   18 27772   24 27873 
35805 2233 5537    3 30169  506 30268 
35808 2236 5542   25 30184  520 30266 
35809 3046 7567   22 28148  673 28242 
35821 2701 6646   18 29081   20 29175 
35824 1848 4618   10 31103  394 31206 
35834 2886 7118    8 28622  591 28716 
35838 3358 8339   36 27395    0 27499 
35839 3330 8277   18 27472  693 27562 
35842 1985 4973   18 30768  484 30869 
35843 2903 7170   13 28573  655 28673 
35843 2285 5661   11 30083  529 30182 
35844 2199 5469   21 30273  488 30375 
35851 3399 8447   13 27311  732 27404 
35851 1841 4601   34 31146   67 31250 
35857 2579 6361   29 29399  599 29496 
35858 1881 4706   24 31050  452 31152 
35860 3288 8176   24 27593  661 27684 
35860 2364 5868    1 29891  510 29992 
35860 2066 5150   15 30612  420 30710 
35867 3001 7451   18 28312  628 28416 
35869 3129 7792   25 27982  622 28077 
35869 3421 8511    3 27257  119 27358 
35870 2882 7112   32 28665  558 28758 
35871 3118 7764    4 28004   17 28107 
35872 2521 6224    9 29544  576 29648 
35872 2686 6612   34 29160  590 29260 
35873 3245 8074   16 27705  696 27799 
35875 2942 7288   13 28485  651 28587 
35875 2029 5073    4 30698  488 30802 
35875 3329 8275   11 27508  697 27600 
35880 2774 6822    7 28955  621 29058 
35882 3179 7909   18 27874  679 27973 
35882 2751 6773   15 29011  642 29109 
35883 3251 8090   22 27696  637 27793 
35883 2588 6382   24 29399  552 29501 
35886 2920 7207   30 28579  578 28679 
35887 3316 8247   19 27540    0 27640 
35887 2419 5988   22 29796  537 29899 
35889 2960 7338   11 28453   16 28551 
35889 3141 7821    7 27965  637 28068 
35890 1986 4973   33 30820    4 30917 
35890 3287 8174   24 27626  738 27716 
35896 2138 5319    7 30480    0 30577 
35898 3173 7897   22 27902    0 28001 


Processes: 3431
Avg WT = 13720, Avg RT = 171, Avg TRT = 27550, 
Migration : RTF = 79.1897 MaxW = 129.962
Steal     : 6.99505
Fork      : 0
Kill      : 0


Processors: 12 [ FCFS 5 RR 3 SJF 4 ]
Processor Load: 
(p1) : 0.00859251% (p2) : 0.00868878% (p3) : 0.00864647% (p4) : 0.0086909% (p5) : 0.00856501% (p6) : 0.0374021% (p7) : 0.0373894% (p8) : 0.0373862% (p9) : 0.0151125% (p10) : 0.0104502% (p11) : 0.0093574% (p12) : 0.00894269% 

Processor Utilization: 
(p1) : 22.7488%  (p2) : 22.9818%  (p3) : 22.8654%  (p4) : 22.9835%  (p5) : 22.6766%  (p6) : 99.8588%  (p7) : 99.9039%  (p8) : 99.8728%  (p9) : 40.0802%  (p10) : 27.6447%  (p11) : 24.7447%  (p12) : 23.6865%  
Avg Utilization : 44.1706%
