  TT  PID   AT IO_D   WT   RT  TRT
15623 1183 2949    2 12644    8 12674 
15625 2387 5922    8 9670   97 9703 
15627 2706 6661    0 8934  585 8966 
15676 1320 3264    0 12362  290 12412 
15719 2073 5162    4 10530   18 10557 
15726 2167 5391   27 10321    6 10335 
15768 1870 4679    6 11075  499 11089 
15841  329  854    0 14896   93 14987 
15857  714 1773    0 14019  201 14084 
15857 1240 3088    0 12718  386 12769 
15859  854 2112    8 13681    3 13747 
15860 1169 2907    3 12922  284 12953 
15866 3138 7814    0 8026  694 8052 
15877 1087 2686   14 13179   12 13191 
15922  538 1353   10 14512   24 14569 
15924 3228 8033    0 7863  611 7891 
15935 2467 6094    5 9762   12 9841 
15963 1690 4213    9 11733  356 11750 
15998  528 1332   20 14632    0 14666 
16001  929 2305    5 13662  255 13696 
16012  986 2441   29 13565   98 13571 
16016 1019 2511    9 13500    0 13505 
16045 1778 4425    5 11532   25 11620 
16076 1712 4273   24 11776    6 11803 
16081 1488 3699    0 12334  314 12382 
16097 1200 2993    9 13063   18 13104 
16108 2318 5748    2 10347   21 10360 
16108 1894 4739    5 11347   13 11369 
16145 3275 8144    0 7974  701 8001 
16155 2427 6007    4 10135    0 10148 
16173 2625 6467    1 9644   10 9706 
16177 2276 5646    0 10494  483 10531 
16180 2386 5918    9 10242   87 10262 
16208  458 1178    6 14962   98 15030 
16213 2069 5157    7 10967  132 11056 
16220 2658 6548    4 9658   16 9672 
16232 1719 4295    0 11892  363 11937 
16239 3100 7712    0 8498  634 8527 
16253  669 1668    0 14515  175 14585 
16266 3105 7725    0 8511  642 8541 
16296 2028 5071    1 11217  590 11225 
16314 2651 6528   10 9698   23 9786 
16390 1977 4953    4 11425  484 11437 
16392 1538 3822    2 12549  392 12570 
16405 2572 6343    7 10051    1 10062 
16412  923 2283    0 14069  220 14129 
16449  473 1215   25 15156  154 15234 
16463 1860 4652    6 11785    5 11811 
16495  470 1205    9 15236  172 15290 
16527 2391 5931    9 10582    5 10596 
16536  294  766   12 15719   70 15770 
16556 1121 2777   13 13738   26 13779 
16562 2490 6152    4 10395   20 10410 
16569  514 1301    0 15190  103 15268 
16577 2584 6368    0 10173  586 10209 
16597  559 1402   28 15146  216 15195 
16607 2267 5622    0 10945  470 10985 
16625  841 2087   17 14503  226 14538 
16631 1957 4904   10 11713  403 11727 
16642 1326 3276    5 13333   11 13366 
16684 1158 2887   16 13758    0 13797 
16701  751 1870    9 14738   17 14831 
16721  772 1920    9 14759  262 14801 
16767 2753 6777   29 9984   33 9990 
16779 2518 6213   10 10551    7 10566 
16782  561 1404    0 15304  289 15378 
16786 2648 6519    2 10256    3 10267 
16792 1751 4364    1 12412  448 12428 
16795 2016 5050    7 11692    3 11745 
16800 2322 5763    4 11024   20 11037 
16803  948 2344   31 14448   78 14459 
16805  959 2365    0 14378  270 14440 
16831 1528 3798    7 12935   26 13033 
16941 1461 3632    8 13245    0 13309 
16956  440 1140    6 15736    0 15816 
16963 1370 3395    0 13514  375 13568 
16979 2783 6839   10 10098    6 10140 
16986  128  311   23 16607   78 16675 
17003  101  238   25 16674    5 16765 
17006 1333 3295    0 13659  322 13711 
17046 2573 6345    3 10682    6 10701 
17047 2074 5167   20 11867  490 11880 
17064 2360 5858    1 11128    3 11206 
17071  420 1095    5 15924   94 15976 
17075 1091 2698    0 14317  278 14377 
17098 1858 4649    6 12390   20 12449 
17147 2347 5831    4 11252   57 11316 
17148  829 2060    2 15010    0 15088 
17163 1403 3484    0 13625  323 13679 
17227 1149 2866    6 14326  279 14361 
17274 2296 5691    1 11533    2 11583 
17317 2951 7314    0 9970  673 10003 
17376 1868 4674   10 12690  478 12702 
17377  321  834    0 16446  118 16543 
17380  711 1771    9 15561  202 15609 
17396  983 2432   10 14896  161 14964 
17397 1151 2872    7 14475    0 14525 
17413  798 1977   19 15380  217 15436 
17424 2289 5670    8 11661   33 11754 
17430 1130 2802    9 14537   14 14628 
17430  213  536   16 16843    0 16894 
17434 2657 6548    6 10863    0 10886 
17436 1314 3254    0 14127  390 14182 
17469 2523 6228    0 11202  515 11241 
17498  282  733    4 16689   99 16765 
17501 2045 5111    1 12367    5 12390 
17506 2795 6865    9 10630    0 10641 
17564  632 1577    9 15936  210 15987 
17576 2697 6635   10 10914    4 10941 
17603 1681 4196    2 13373    0 13407 
17612 2794 6860    7 10722   13 10752 
17614 2468 6097    7 11503   10 11517 
17634   89  210   26 17331    5 17424 
17656 2338 5813    6 11776   17 11843 
17725  645 1609    0 16043  307 16116 
17725 2858 7041    9 10586   34 10684 
17730 2994 7428    0 10268  617 10302 
17738 1943 4869    2 12782    0 12869 
17759  362  944   30 16769    1 16815 
17779 1173 2923    6 14791    0 14856 
17815  303  789    0 16924  121 17026 
17823  946 2342   29 15421   19 15481 
17859 1697 4233    5 13534    8 13626 
17863 2614 6443    7 11398   11 11420 
17882 1509 3757   10 14049    0 14125 
17886  909 2241    6 15608  224 15645 
17887  875 2167    9 15677  275 15720 
17923 1303 3235    4 14631   35 14688 
17953 2609 6435   10 11466   33 11518 
17962  689 1717    1 16198  204 16245 
18004 1935 4840    4 13129    0 13164 
18019 2420 5992    2 11996   26 12027 
18022 2638 6487    7 11478    9 11535 
18025 2840 6989    9 11027   14 11036 
18027  341  887   15 17071  151 17140 
18038  779 1936    6 16049    8 16102 
18048 2411 5967    8 12065   73 12081 
18070  852 2105   17 15927  227 15965 
18073 2849 7015    4 11032    0 11058 
18082 1230 3058   19 15005   55 15024 
18114 3042 7555    0 10524  647 10559 
18133 1437 3568    4 14517   67 14565 
18146  289  753   17 17347  103 17393 
18161 3122 7771    0 10354  654 10390 
18174 3383 8394    0 9747  669 9780 
18176  834 2071    4 16051   12 16105 
18231  490 1254   10 16915  122 16977 
18256 1761 4391    1 13820   17 13865 
18275  926 2294    2 15885   43 15981 
18286 2728 6714    9 11562    6 11572 
18311 2987 7407    0 10866  591 10904 
18319 2810 6901    3 11407   25 11418 
18327 2879 7104   10 11166    0 11223 
18330 2815 6913    4 11405   18 11417 
18342 2983 7397    7 10939    0 10945 
18369  275  714   10 17595    5 17655 
18416 1708 4260    2 14106    4 14156 
18419 2746 6765    9 11643    0 11654 
18427 2030 5075    0 13305  582 13352 
18437 2483 6132    6 12231    6 12305 
18438 1089 2690    9 15666    0 15748 
18447 2909 7181   13 11258    4 11266 
18464  733 1830   10 16587  229 16634 
18474  206  519   16 17893   54 17955 
18486 2943 7288    0 11161  631 11198 
18526  991 2451    7 16000    0 16075 
18543 1109 2744    0 15735  246 15799 
18548  793 1968    9 16543   19 16580 
18556 1818 4545    3 13966    0 14011 
18567 1984 4971    4 13567   23 13596 
18578 2788 6850   10 11624   35 11728 
18646 1631 4060    4 14530   59 14586 
18648 2089 5211    2 13423  434 13437 
18661  574 1436   12 17194  144 17225 
18690 1471 3661    0 14971  370 15029 
18692 1947 4877    1 13786    0 13815 
18741 2375 5894    2 12839  523 12847 
18743 1345 3330    1 15370   17 15413 
18747 1116 2765    1 15939   14 15982 
18775 2341 5817    3 12926   27 12958 
18777 2144 5332    0 13397  456 13445 
18777 1228 3051    0 15664  361 15726 
18780 2130 5300   10 13389   14 13480 
18804 2860 7051   15 11742    0 11753 
18805 2527 6234    9 12553   83 12571 
18815 2695 6630   10 12131    7 12185 
18830 2354 5850    3 12960    3 12980 
18846 1450 3597    2 15183   53 15249 
18893 3037 7538    4 11327   20 11355 
18916 1779 4427   10 14458   10 14489 
18942  316  823    5 18044   96 18119 
18958 2977 7381    8 11570    0 11577 
18963  384  998    4 17905  134 17965 
18964  397 1029   24 17891  121 17935 
18972  703 1747    8 17173  171 17225 
18981  599 1498   11 17456  215 17483 
18983 2286 5661    4 13286    3 13322 
18984  442 1145    0 17750  129 17839 
18984 1337 3308    2 15596    1 15676 
18991  429 1121    6 17802   96 17870 
18999  332  867   12 18080   71 18132 
19001  925 2291   26 16674  238 16710 
19004 2688 6615    0 12348  614 12389 
19029  605 1506   35 17502  199 17523 
19030  304  793   13 18183   65 18237 
19054 2589 6387    1 12637   45 12667 
19069 1685 4203    7 14800    0 14866 
19075 1439 3574    0 15442  343 15501 
19115 2984 7400    6 11658    0 11715 
19116 1982 4965    9 14049  675 14151 
19122 2505 6189    0 12890  603 12933 
19188 1980 4959    7 14213  426 14229 
19195 2022 5060    2 14100   12 14135 
19228 3086 7679    9 11528   16 11549 
19231  821 2035   34 17164    0 17196 
19238  955 2356   23 16871  305 16882 
19252  796 1972   31 17255   32 17280 
19264 2454 6069    2 13188  564 13195 
19271 3071 7633    7 11557   19 11638 
19302 2640 6492    6 12729   53 12810 
19311 1742 4347    3 14866    0 14964 
19322  655 1631   21 17631  216 17691 
19322  897 2213    0 17038  250 17109 
19323 1273 3166    4 16128  308 16157 
19324 2675 6591    8 12677    3 12733 
19326 1255 3131    4 16126   92 16195 
19331 1867 4669    0 14610  493 14662 
19373 2450 6058    4 13292    9 13315 
19395 2694 6627   22 12763  569 12768 
19398 3090 7691    5 11670   41 11707 
19401 3004 7458    7 11921   81 11943 
19419 1575 3922    0 15439  397 15497 
19420 1401 3477    1 15910  332 15943 
19432 3035 7533    3 11882   22 11899 
19444 1408 3493    7 15894    6 15951 
19462 2353 5849    1 13561   10 13613 
19470 1265 3149    2 16272    2 16321 
19489 1444 3584   24 15861    0 15905 
19496 1931 4834    0 14610  416 14662 
19498 1355 3358   19 16133    0 16140 
19518 3211 7996    0 11482  607 11522 
19528 2687 6614    0 12870  567 12914 
19534 3154 7845    1 11684    7 11689 
19536 1824 4564    6 14927  117 14972 
19544 2724 6704   10 12817   18 12840 
19558 2591 6392    1 13141    0 13166 
19584  581 1447   28 18109  149 18137 
19590   86  203   26 19299   80 19387 
19590 2822 6938    5 12637   18 12652 
19591  611 1521    0 17986  155 18070 
19602  288  751   12 18813  135 18851 
19606  947 2344    2 17215  238 17262 
19608 2277 5647   20 13947  498 13961 
19613 3147 7828    1 11750    5 11785 
19642 1015 2504    0 17070  249 17138 
19668 2273 5638    0 13981  498 14030 
19684 1739 4339   10 15320  393 15345 
19703  475 1216    0 18397  129 18487 
19711 1392 3451   10 16175    0 16260 
19714 1622 4037    7 15651  441 15677 
19717  237  614   18 19047  106 19103 
19722 2348 5835    5 13795   78 13887 
19732 2316 5746    7 13955    0 13986 
19732 3166 7880    3 11845   13 11852 
19736 2122 5291    9 14402    0 14445 
19820 1054 2602    8 17151   73 17218 
19865  444 1147    6 18649  136 18718 
19884 2664 6564    3 13301   40 13320 
19886 1336 3303    6 16537    0 16583 
19914 1663 4148   10 15726   24 15766 
19915 1185 2957    6 16892    0 16958 
19953 1306 3243   33 16680    0 16710 
19956 3077 7652    1 12269   86 12304 
19957 2768 6808    2 13072    0 13149 
19963 1946 4876    6 15051    0 15087 
19964 1051 2594    0 17303  294 17370 
19969 2356 5852   10 14094   23 14117 
19984 2800 6877    1 13099  659 13107 
19988 1535 3814    0 16117  384 16174 
20013 1740 4340    8 15645  401 15673 
20053 2575 6347    8 13685   41 13706 
20062 3116 7759   23 12295   26 12303 
20100 2342 5822    0 14229  490 14278 
20101  360  939    1 19085  121 19162 
20178  488 1249    0 18838  114 18929 
20192  523 1320   24 18837  150 18872 
20201 1176 2929   38 17253  296 17272 
20215 3109 7739    2 12415   70 12476 
20236 2206 5483    0 14702  487 14753 
20256 2592 6396    7 13763    6 13860 
20285 3252 8090    4 12175    8 12195 
20295 2632 6479    7 13809  544 13816 
20312 3219 8015    6 12198   24 12297 
20342 3174 7901    8 12424    0 12441 
20346 1901 4755    5 15488  178 15591 
20365 3084 7671   23 12683   32 12694 
20411  765 1910    2 18428    0 18501 
20413 1193 2974   24 17430    6 17439 
20444  541 1362    4 18982   13 19082 
20445 2524 6231    2 14185   25 14214 
20462 1700 4239    0 16163  429 16223 
20494 1026 2533   10 17913  280 17961 
20496 2009 5030    7 15404   31 15466 
20497 2361 5860    0 14587  609 14637 
20505 1627 4054    7 16385   22 16451 
20531 1227 3051    0 17413  432 17480 
20560  658 1640    0 18837  209 18920 
20584 2501 6184    1 14386  606 14400 
20586 3047 7570    2 13006    0 13016 
20587 1553 3863   25 16683   78 16724 
20587 2237 5542    0 14993  516 15045 
20612 2462 6088    3 14495   22 14524 
20622 2953 7319    9 13287    0 13303 
20623 1932 4838    3 15761  470 15785 
20630 2055 5137    3 15453   65 15493 
20637 2359 5858   10 14738   53 14779 
20639 2176 5414    6 15182   13 15225 
20645 2766 6805    8 13802   60 13840 
20663 2966 7352    1 13299    2 13311 
20679  386 1003   29 19584    2 19676 
20692 2290 5671   10 15008  493 15021 
20712 1294 3218   18 17484   14 17494 
20719 1429 3545   15 17101    5 17174 
20730 3189 7940    3 12694    2 12790 
20733 3313 8241    1 12403    0 12492 
20760 1005 2478   20 18217    9 18282 
20808  996 2460    2 18248  221 18348 
20831 2085 5200    1 15617  524 15631 
20855  825 2049   14 18762   11 18806 
20860 2408 5959    0 14849  506 14901 
20860 2999 7444    5 13389    0 13416 
20862 2828 6956    5 13888   13 13906 
20902 2194 5461   10 15396   17 15441 
20907 1512 3762    5 17053   20 17145 
20932 1981 4960    7 15936   40 15972 
20962  380  986    9 19875  533 19976 
20973 3264 8112    6 12839   26 12861 
20977 3271 8134    1 12824    9 12843 
20982 2433 6016    0 14914  528 14966 
20989  877 2169    0 18742  254 18820 
21019 1969 4942    8 16051  427 16077 
21021 1034 2556   20 18452   33 18465 
21056 1843 4605    0 16391  447 16451 
21061 2323 5766    7 15267   13 15295 
21108  786 1951    2 19102  241 19157 
21145 2837 6983    4 14075    0 14162 
21150  942 2330   33 18799    0 18820 
21154 1473 3664   11 17451  335 17490 
21166 3394 8432    8 12703    0 12734 
21170 3372 8364    2 12723   19 12806 
21185 3093 7701    8 13446   35 13484 
21191 2331 5787    1 15323    3 15404 
21228 1767 4407    1 16725   11 16821 
21230  463 1188    0 19946  149 20042 
21239  347  905    7 20250  104 20334 
21241 2571 6339    7 14876    0 14902 
21251 3213 7999    8 13227   15 13252 
21257 2780 6833    6 14380   62 14424 
21270 1805 4509    0 16701  391 16761 
21278 3040 7546    9 13691   23 13732 
21281  690 1718    8 19535   11 19563 
21286 1159 2889    9 18337    0 18397 
21301 2924 7223   18 14072  630 14078 
21326  720 1794   18 19490    0 19532 
21349  682 1693    0 19570  192 19656 
21352 2121 5288    9 16039  442 16064 
21371  622 1545   32 19782   55 19826 
21375 2263 5619    7 15684   21 15756 
21384  915 2258    5 19071  224 19126 
21391 3398 8443    1 12845    2 12948 
21406  224  576    5 20732   91 20830 
21455  718 1789   21 19604  202 19666 
21467 1367 3386   22 18075    0 18081 
21473 1316 3258    2 18171  323 18215 
21501 1993 4990    4 16408    3 16511 
21505 1101 2726   23 18764    0 18779 
21507 1136 2824    9 18640  285 18683 
21508 1514 3765    4 17696   23 17743 
21518 2096 5230    3 16184   10 16288 
21552 1787 4451    6 17071  412 17101 
21573 2642 6498    0 15023  560 15075 
21573 2212 5491    5 16042   16 16082 
21577 1020 2514   23 18991    1 19063 
21579 2204 5483    4 16016   12 16096 
21595 1305 3238    3 18255   17 18357 
21600 2944 7290   10 14293    0 14310 
21611 3376 8370    6 13199    0 13241 
21630 2981 7392    5 14231  646 14238 
21647 2752 6775    1 14817   23 14872 
21673 3364 8346    0 13282  697 13327 
21674 2425 6004    8 15626   15 15670 
21676 1911 4783    1 16861  417 16893 
21718  724 1798    0 19834  197 19920 
21731 2515 6209    0 15471  536 15522 
21731 2526 6232    8 15468   58 15499 
21736 2497 6176    5 15548  537 15560 
21792 3334 8282   10 13490    0 13510 
21816 1433 3560    0 18189  325 18256 
21835 2282 5652    0 16127  501 16183 
21865 2802 6884    1 14946   14 14981 
21866 2643 6503    6 15350  553 15363 
21870 3181 7918    7 13946  604 13952 
21875 3304 8213   10 13570    4 13662 
21878 2704 6653    1 15145   29 15225 
21915  761 1896    9 19965   20 20019 
21923 2702 6647    7 15267  648 15276 
21940  701 1746    4 20146  186 20194 
21945 1286 3200    0 18675  402 18745 
21949 3216 8007    4 13936  631 13942 
21959  497 1268    9 20605   26 20691 
21965 2124 5295    0 16612  484 16670 
22008 2180 5427    0 16523  514 16581 
22008  389 1009    5 20905   20 20999 
22043 1649 4105    5 17914  399 17938 
22051 1886 4712    0 17278  462 17339 
22052 1694 4229    0 17763  374 17823 
22056 2231 5531    6 16492    0 16525 
22067 3243 8069    1 13924    0 13998 
22089 1357 3362    7 18683  330 18727 
22111 2617 6453    6 15617    0 15658 
22113 1695 4231    0 17817  376 17882 
22127 2747 6769    2 15313    0 15358 
22145  196  495   14 21566   23 21650 
22154 1864 4664    8 17386   90 17490 
22159 3036 7533    4 14537  117 14626 
22171  916 2261   19 19876    0 19910 
22190 2240 5556    3 16571    3 16634 
22191 3320 8258   12 13927  691 13933 
22195 2325 5772   27 16390    0 16423 
22211 1486 3693    9 18483  343 18518 
22222 1624 4045    1 18075  484 18177 
22230 3308 8228   10 13997  693 14002 
22239  984 2432   32 19782  111 19807 
22239  501 1279   14 20886   14 20960 
22259 3293 8184    1 14042   40 14075 
22278 2288 5670    0 16551  496 16608 
22285 1919 4801    1 17400   27 17484 
22306 3366 8351    6 13950  699 13955 
22313 2550 6294    9 15966   25 16019 
22330 1334 3298   10 18970   24 19032 
22364 3195 7951   10 14397   11 14413 
22368 1274 3167   11 19195  481 19201 
22375 1197 2981    0 19318  269 19394 
22377 1634 4067    0 18242  368 18310 
22380 2563 6321   10 15998   26 16059 
22392 2812 6906    9 15453    9 15486 
22435 1672 4177    5 18190    1 18258 
22436 2656 6544    8 15879  594 15892 
22443 3357 8335    4 14096    0 14108 
22457  587 1466   12 20903    3 20991 
22466 1422 3525    8 18902  323 18941 
22474 1576 3922    3 18514  472 18552 
22482 1880 4701    6 17752  455 17781 
22483 1297 3224   10 19246   26 19259 
22485  418 1091   22 21347  128 21394 
22485 2596 6412   10 16038    0 16073 
22491 2545 6281    0 16155  551 16210 
22527 1272 3165   28 19353  307 19362 
22529 3403 8458    4 14005    3 14071 
22530 3215 8003   12 14518  688 14527 
22548 3318 8253   10 14205    0 14295 
22562 1539 3823    0 18670  389 18739 
22563 3156 7853    1 14665    9 14710 
22572 1022 2522    8 20010    6 20050 
22580 3222 8023    6 14489   45 14557 
22596 2498 6177    3 16403  504 16419 
22604 1178 2937    0 19591  290 19667 
22618 2418 5984   19 16597    0 16634 
22629  613 1529    4 21022  130 21100 
22632 3044 7559    0 15023  661 15073 
22646 2723 6702   10 15898  257 15944 
22655 3294 8184    9 14394  133 14471 
22667 1004 2476    9 20116    8 20191 
22685 1304 3238   13 19392   71 19447 
22686 1711 4268    1 18316   17 18418 
22695  597 1493    6 21147  224 21202 
22695 1377 3414    4 19212   24 19281 
22713 1678 4192    1 18444   95 18521 
22717 1912 4788    6 17900  445 17929 
22736 1933 4839    0 17835  464 17897 
22753 3177 7906    8 14778    0 14847 
22768 2761 6794    8 15899   18 15974 
22782  745 1859   30 20900  198 20923 
22800 1014 2502   26 20268  251 20298 
22808 1340 3314   32 19481   16 19494 
22811 1247 3113   10 19631   12 19698 
22817 3285 8169    2 14639  780 14648 
22826  534 1350    0 21378  181 21476 
22835  730 1819    0 20928  241 21016 
22869  742 1852   28 20994  213 21017 
22926 3194 7947   30 14962   12 14979 
22926 3393 8430    7 14459    0 14496 
22946 1840 4599    6 18319  454 18347 
22964 3416 8494    0 14421  677 14470 
22964 1280 3185   32 19750    0 19779 
22977 1413 3502    8 19443  330 19475 
22985 1212 3014   35 19961  412 19971 
23038 1175 2924    0 20036  251 20114 
23067 2223 5513    2 17529  506 17554 
23070 3148 7832   15 15219   50 15238 
23085 1915 4795    0 18224  446 18290 
23094 2384 5913    1 17144   16 17181 
23125 2369 5876    5 17147   24 17249 
23141 3246 8075    0 15015  654 15066 
23141  768 1916   11 21192  315 21225 
23154 2599 6416    3 16722  570 16738 
23156 1309 3247   25 19898  293 19909 
23157 1768 4410   28 18740    0 18747 
23224 2897 7150    4 16059  618 16074 
23227 2307 5721   10 17423    0 17506 
23258 2118 5280    1 17940   13 17978 
23267  219  555   14 22623    3 22712 
23271 1594 3966    9 19275  438 19305 
23276  676 1675   17 21552   10 21601 
23279 3257 8100   28 15160   38 15179 
23282 1124 2786    1 20420    0 20496 
23295 1736 4331    1 18902   13 18964 
23313  614 1532   10 21684   21 21781 
23327 1760 4390    7 18902  424 18937 
23329 1416 3511    5 19785  366 19818 
23355  687 1708   13 21621  185 21647 
23387  757 1885    2 21422   12 21502 
23390 1420 3519    9 19840  327 19871 
23408 1863 4663   10 18721  437 18745 
23414 1285 3200    6 20181  380 20214 
23417 3336 8289    2 15116  659 15128 
23418 2979 7387    9 15965   63 16031 
23435  314  817    7 22523  279 22618 
23447 2851 7020    9 16395    0 16427 
23485 1330 3282   24 20185   14 20203 
23494 1950 4881    5 18569    2 18613 
23496  578 1440   12 22022  158 22056 
23527 2567 6333    0 17137  541 17194 
23527  617 1538   20 21956  137 21989 
23537  588 1470   30 22026   15 22067 
23554 3185 7931    3 15595  106 15623 
23596 1242 3095   23 20489  377 20501 
23610 3332 8277    9 15309   13 15333 
23620 1419 3515   35 20095  329 20105 
23659 1953 4891    7 18691    9 18768 
23668 1312 3250    4 20380  317 20418 
23676 1797 4482    1 19166  367 19194 
23676 1991 4985    6 18665  461 18691 
23682  271  706    5 22889   75 22976 
23682 2355 5850    9 17749  295 17832 
23691  903 2225    5 21389    3 21466 
23692 2914 7190    9 16439    5 16502 
23721 1579 3929    3 19761  483 19792 
23754 2988 7412    0 16287  628 16342 
23766 3097 7708    6 15987  107 16058 
23788  323  840    5 22855  118 22948 
23797  505 1290    2 22436  158 22507 
23797 1012 2493   15 21265   14 21304 
23802 2912 7189    1 16597  668 16613 
23802 1845 4613   39 19181    1 19189 
23809 3248 8079    7 15660   84 15730 
23851 2899 7157    0 16638  611 16694 
23868   69  155    7 23609   40 23713 
23870  228  590    5 23177  100 23280 
23873 2061 5147    0 18661  474 18726 
23909 1031 2547    2 21301  338 21362 
23916 1217 3026   24 20805   11 20890 
23936 1041 2574   10 21315  244 21362 
23945  992 2451    0 21408  217 21494 
23958 1395 3461   10 20456  415 20497 
23958 1068 2645   20 21285   36 21313 
23967  270  702   23 23193  110 23265 
24051 2141 5326    1 18629    3 18725 
24064  447 1152    3 22833  127 22912 
24117 2913 7190    0 16869  644 16927 
24132 2458 6079    6 18029  506 18053 
24136 2785 6844    0 17232  566 17292 
24144 2952 7314    8 16792   26 16830 
24175  604 1506    0 22571  195 22669 
24177  652 1624    6 22511    2 22553 
24182  510 1297    3 22824  105 22885 
24201  681 1689    0 22417  225 22512 
24222 3214 8002   10 16143  239 16220 
24240 2060 5147    5 19064  480 19093 
24251 3143 7821    5 16410  630 16430 
24258 1472 3663   27 20583  352 20595 
24282 2962 7343    0 16882  646 16939 
24284 1800 4494    1 19755  402 19790 
24340 1037 2562   24 21748    7 21778 
24341  822 2040    4 22218    4 22301 
24341 1511 3762    0 20503  348 20579 
24343 2127 5299    4 18990   15 19044 
24350  851 2101    0 22160  235 22249 
24353 1905 4767   21 19575   67 19586 
24355 2727 6709    0 17588  580 17646 
24388 1747 4355    0 19962  403 20033 
24397 2649 6523    3 17854  556 17874 
24397 2808 6895    0 17442  633 17502 
24398 1686 4204   29 20185  352 20194 
24413 2308 5723   14 18664  518 18690 
24415 2993 7423    6 16965   12 16992 
24415 1269 3157   13 21237   65 21258 
24416 1820 4552    4 19810   19 19864 
24422 1331 3287   31 21095   12 21135 
24425 2255 5593    4 18797  533 18832 
24459 1421 3524    8 20917   17 20935 
24462 1372 3401    7 21008  375 21061 
24490 2025 5064    2 19398  466 19426 
24512  126  304    4 24125   89 24208 
24520 1393 3454    0 20992  352 21066 
24524 2954 7320   28 17173    5 17204 
24525 2256 5597    7 18905  485 18928 
24536 1470 3657    7 20852   57 20879 
24543 2280 5649    3 18863  479 18894 
24544 3281 8156    1 16310    0 16388 
24545 1344 3326   31 21199   16 21219 
24553 2431 6012    1 18518  628 18541 
24562 2522 6226    6 18306  507 18336 
24577 2225 5515    2 19031  502 19062 
24595  931 2305    0 22203  236 22290 
24597 1869 4677    7 19885  473 19920 
24601 2549 6292    3 18250    0 18309 
24618  155  389   38 24154    0 24229 
24625 1664 4150   10 20430  479 20475 
24628  550 1382    0 23143  151 23246 
24659 1170 2910   10 21715    7 21749 
24674 2813 6906    4 17744  656 17768 
24679 3114 7752    0 16869  634 16927 
24684 3415 8489    7 16182  777 16195 
24695 2803 6888    7 17722  140 17807 
24698 2949 7306    9 17354    0 17392 
24723 2224 5513   10 19199   14 19210 
24742  836 2077    9 22593  279 22665 
24743  952 2351    3 22336  282 22392 
24757 1258 3132    0 21544  298 21625 
24758 2528 6236    0 18458  522 18522 
24762 2430 6011   17 18744   10 18751 
24768 3321 8262    6 16483  691 16506 
24785 2056 5138    0 19578  431 19647 
24797 2102 5241    8 19549  438 19556 
24806  240  620   37 24092   73 24186 
24810 1666 4157   23 20629   15 20653 
24817 1816 4539   12 20266    0 20278 
24818 1078 2675    8 22077    0 22143 
24823  220  560   34 24190   85 24263 
24856 1963 4924    3 19905 1118 19932 
24856 3326 8270    6 16517    0 16586 
24860 1029 2541    5 22240    0 22319 
24864  911 2246    2 22559  225 22618 
24866  661 1647    6 23159  163 23219 
24875 2493 6158   32 18712   65 18717 
24889  990 2450   22 22396   17 22439 
24897 1659 4139    0 20682  381 20758 
24927  376  974   33 23885  142 23953 
24928 1172 2919   21 21969   27 22009 
24950  291  758    7 24097  102 24192 
24958 1913 4790   14 20156  441 20168 
24987 2281 5652   12 19284   77 19335 
24997 3349 8319    5 16662  703 16678 
25013 2227 5515   16 19493  498 19498 
25050 2003 5013   26 20023  418 20037 
25052  839 2086   18 22930    5 22966 
25062  416 1086    4 23893  132 23976 
25066 2555 6301    1 18743  593 18765 
25076 1060 2619    0 22369  272 22457 
25089 3386 8403    8 16670  658 16686 
25100 1788 4451    0 20575  410 20649 
25116 1477 3675   14 21418    3 21441 
25121 1001 2467    0 22565  237 22654 
25145 1766 4403    5 20713    9 20742 
25156  781 1940   19 23184  189 23216 
25166 3235 8048    5 17014   30 17118 
25174 1380 3422    5 21695  324 21752 
25195 2084 5195   33 19987  528 20000 
25205 1585 3943    2 21222  386 21262 
25211 2218 5510    1 19654   50 19701 
25221 2745 6763    0 18394  544 18458 
25235 1650 4108   22 21107    0 21127 
25238  502 1283    5 23877  241 23955 
25240 2733 6724    7 18475  141 18516 
25258 2607 6434    1 18801  548 18824 
25259 3091 7696   19 17533   32 17563 
25265 1851 4630    5 20597  413 20635 
25269 1152 2873   18 22324   12 22396 
25277 2520 6221    3 19031  516 19056 
25279 2158 5371    1 19849    0 19908 
25280 1460 3627    9 21625  402 21653 
25280  648 1614    5 23591  283 23666 
25281 2246 5574   17 19686    5 19707 
25284 2776 6824   24 18449   25 18460 
25286  770 1919    7 23276    2 23367 
25290 1383 3424   21 21843   22 21866 
25304 2154 5358   24 19924    3 19946 
25317 1279 3181    8 22095  411 22136 
25318  849 2101   28 23159   58 23217 
25321  754 1879   23 23388    0 23442 
25332 1658 4136   10 21151  386 21196 
25335 1578 3924   22 21397  484 21411 
25335 1598 3978   31 21321   41 21357 
25349 1635 4070   29 21262    2 21279 
25354 2320 5755    0 19531  503 19599 
25360 2135 5310   21 20038   55 20050 
25367 1945 4873   26 20479    0 20494 
25380 1673 4180    7 21167  430 21200 
25384 2705 6658    3 18706  640 18726 
25384 1653 4119    3 21230  387 21265 
25396 2729 6715   12 18670  139 18681 
25399  801 1982    0 23321  230 23417 
25411 2477 6119   12 19287  556 19292 
25412 2532 6246    0 19101  539 19166 
25421 1765 4402   15 20985    3 21019 
25447 1804 4507   25 20917   19 20940 
25465 1219 3031    3 22341  369 22434 
